GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJZAE001,NAME_M,AJZAM001
"G0500770","2014-2018",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Arkansas",28367,"Lee County, Arkansas",5453
"G0500790","2014-2018",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Arkansas",45166,"Lincoln County, Arkansas",10567
"G0500810","2014-2018",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Little River County, Arkansas",45388,"Little River County, Arkansas",4435
"G0500830","2014-2018",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Arkansas",39748,"Logan County, Arkansas",2062
"G0500850","2014-2018",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",57509,"Lonoke County, Arkansas",2386
"G0500870","2014-2018",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Arkansas",43891,"Madison County, Arkansas",3623
"G0500890","2014-2018",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Arkansas",35518,"Marion County, Arkansas",3067
"G0500910","2014-2018",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",41903,"Miller County, Arkansas",1899
"G0500930","2014-2018",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",37237,"Mississippi County, Arkansas",1966
"G0500950","2014-2018",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",35190,"Monroe County, Arkansas",6580
"G0500970","2014-2018",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",37855,"Montgomery County, Arkansas",4283
"G0500990","2014-2018",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",37635,"Nevada County, Arkansas",4786
"G0501010","2014-2018",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",39896,"Newton County, Arkansas",6153
"G0501030","2014-2018",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",34887,"Ouachita County, Arkansas",2524
"G0501050","2014-2018",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",46071,"Perry County, Arkansas",6434
"G0501070","2014-2018",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",29263,"Phillips County, Arkansas",3332
"G0501090","2014-2018",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",37406,"Pike County, Arkansas",4126
"G0501110","2014-2018",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",39277,"Poinsett County, Arkansas",2374
"G0501130","2014-2018",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",37035,"Polk County, Arkansas",1890
"G0501150","2014-2018",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",41914,"Pope County, Arkansas",2119
"G0501170","2014-2018",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",41846,"Prairie County, Arkansas",2815
"G0501190","2014-2018",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",50093,"Pulaski County, Arkansas",1057
"G0501210","2014-2018",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",36870,"Randolph County, Arkansas",2599
"G0501230","2014-2018",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",35356,"St. Francis County, Arkansas",2573
"G0501250","2014-2018",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",62152,"Saline County, Arkansas",2102
"G0501270","2014-2018",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",35509,"Scott County, Arkansas",4950
"G0501290","2014-2018",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",36390,"Searcy County, Arkansas",3678
"G0501310","2014-2018",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",43240,"Sebastian County, Arkansas",1558
"G0501330","2014-2018",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",46667,"Sevier County, Arkansas",3229
"G0501350","2014-2018",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",33708,"Sharp County, Arkansas",3260
"G0501370","2014-2018",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",36162,"Stone County, Arkansas",3184
"G0501390","2014-2018",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",44000,"Union County, Arkansas",2866
"G0501410","2014-2018",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",36897,"Van Buren County, Arkansas",2259
"G0501430","2014-2018",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",49629,"Washington County, Arkansas",1197
"G0501450","2014-2018",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",43822,"White County, Arkansas",2407
"G0501470","2014-2018",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",31023,"Woodruff County, Arkansas",3645
"G0501490","2014-2018",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",42361,"Yell County, Arkansas",2804
"G0600010","2014-2018",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",92574,"Alameda County, California",1023
"G0600030","2014-2018",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",64688,"Alpine County, California",12933
"G0600050","2014-2018",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",61198,"Amador County, California",3241
"G0600070","2014-2018",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",48443,"Butte County, California",1477
"G0600090","2014-2018",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",58151,"Calaveras County, California",3310
"G0600110","2014-2018",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",56704,"Colusa County, California",4501
"G0600130","2014-2018",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",93712,"Contra Costa County, California",926
"G0600150","2014-2018",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",45258,"Del Norte County, California",5035
"G0600170","2014-2018",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",80582,"El Dorado County, California",2117
"G0600190","2014-2018",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",51261,"Fresno County, California",808
"G0600210","2014-2018",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",47395,"Glenn County, California",3209
"G0600230","2014-2018",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",45528,"Humboldt County, California",1359
"G0600250","2014-2018",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",45834,"Imperial County, California",1861
"G0600270","2014-2018",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",52874,"Inyo County, California",3230
"G0600290","2014-2018",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kern County, California",52479,"Kern County, California",729
"G0600310","2014-2018",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, California",53865,"Kings County, California",2352
"G0600330","2014-2018",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",42475,"Lake County, California",2511
"G0600350","2014-2018",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lassen County, California",56362,"Lassen County, California",1943
"G0600370","2014-2018",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles County, California",64251,"Los Angeles County, California",247
"G0600390","2014-2018",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",52884,"Madera County, California",1923
"G0600410","2014-2018",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marin County, California",110217,"Marin County, California",3332
"G0600430","2014-2018",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mariposa County, California",51199,"Mariposa County, California",3487
"G0600450","2014-2018",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",49233,"Mendocino County, California",2356
"G0600470","2014-2018",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced County, California",50129,"Merced County, California",1671
"G0600490","2014-2018",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modoc County, California",45149,"Modoc County, California",5555
"G0600510","2014-2018",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mono County, California",63018,"Mono County, California",5826
"G0600530","2014-2018",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey County, California",66676,"Monterey County, California",1234
"G0600550","2014-2018",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa County, California",84753,"Napa County, California",2198
"G0600570","2014-2018",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",63240,"Nevada County, California",1916
"G0600590","2014-2018",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, California",85398,"Orange County, California",719
"G0600610","2014-2018",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Placer County, California",84357,"Placer County, California",1469
"G0600630","2014-2018",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumas County, California",53270,"Plumas County, California",3391
"G0600650","2014-2018",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside County, California",63948,"Riverside County, California",454
"G0600670","2014-2018",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento County, California",63902,"Sacramento County, California",512
"G0600690","2014-2018",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Benito County, California",81977,"San Benito County, California",4226
"G0600710","2014-2018",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Bernardino County, California",60164,"San Bernardino County, California",626
"G0600730","2014-2018",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego County, California",74855,"San Diego County, California",578
"G0600750","2014-2018",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",104552,"San Francisco County, California",1533
"G0600770","2014-2018",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin County, California",61145,"San Joaquin County, California",1022
"G0600790","2014-2018",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo County, California",70699,"San Luis Obispo County, California",1500
"G0600810","2014-2018",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo County, California",113776,"San Mateo County, California",1672
"G0600830","2014-2018",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara County, California",71657,"Santa Barbara County, California",1476
"G0600850","2014-2018",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara County, California",116178,"Santa Clara County, California",938
"G0600870","2014-2018",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, California",78041,"Santa Cruz County, California",1462
"G0600890","2014-2018",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shasta County, California",50905,"Shasta County, California",1445
"G0600910","2014-2018",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, California",48125,"Sierra County, California",7465
"G0600930","2014-2018",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Siskiyou County, California",44200,"Siskiyou County, California",2158
"G0600950","2014-2018",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solano County, California",77609,"Solano County, California",1309
"G0600970","2014-2018",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sonoma County, California",76753,"Sonoma County, California",1039
"G0600990","2014-2018",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanislaus County, California",57387,"Stanislaus County, California",1316
"G0601010","2014-2018",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutter County, California",56955,"Sutter County, California",2206
"G0601030","2014-2018",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",42899,"Tehama County, California",2347
"G0601050","2014-2018",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, California",38497,"Trinity County, California",4689
"G0601070","2014-2018",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tulare County, California",47518,"Tulare County, California",1141
"G0601090","2014-2018",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuolumne County, California",56493,"Tuolumne County, California",3992
"G0601110","2014-2018",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura County, California",84017,"Ventura County, California",1199
"G0601130","2014-2018",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",65923,"Yolo County, California",2023
"G0601150","2014-2018",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",52624,"Yuba County, California",2827
"G0800010","2014-2018",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Colorado",67575,"Adams County, Colorado",991
"G0800030","2014-2018",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa County, Colorado",39191,"Alamosa County, Colorado",4112
"G0800050","2014-2018",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",73925,"Arapahoe County, Colorado",902
"G0800070","2014-2018",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Archuleta County, Colorado",50753,"Archuleta County, Colorado",5030
"G0800090","2014-2018",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baca County, Colorado",37500,"Baca County, Colorado",2954
"G0800110","2014-2018",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bent County, Colorado",34392,"Bent County, Colorado",6115
"G0800130","2014-2018",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder County, Colorado",78642,"Boulder County, Colorado",1583
"G0800140","2014-2018",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",89624,"Broomfield County, Colorado",4013
"G0800150","2014-2018",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaffee County, Colorado",54580,"Chaffee County, Colorado",3158
"G0800170","2014-2018",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Colorado",55227,"Cheyenne County, Colorado",5083
"G0800190","2014-2018",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clear Creek County, Colorado",69936,"Clear Creek County, Colorado",4503
"G0800210","2014-2018",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conejos County, Colorado",34746,"Conejos County, Colorado",3572
"G0800230","2014-2018",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costilla County, Colorado",30593,"Costilla County, Colorado",3298
"G0800250","2014-2018",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crowley County, Colorado",37586,"Crowley County, Colorado",5569
"G0800270","2014-2018",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Colorado",44644,"Custer County, Colorado",9674
"G0800290","2014-2018",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Colorado",44512,"Delta County, Colorado",3534
"G0800310","2014-2018",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver County, Colorado",63793,"Denver County, Colorado",757
"G0800330","2014-2018",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dolores County, Colorado",41714,"Dolores County, Colorado",7892
"G0800350","2014-2018",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",115314,"Douglas County, Colorado",2028
"G0800370","2014-2018",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eagle County, Colorado",84685,"Eagle County, Colorado",4478
"G0800390","2014-2018",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Colorado",96658,"Elbert County, Colorado",4279
"G0800410","2014-2018",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Colorado",65334,"El Paso County, Colorado",786
"G0800430","2014-2018",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Colorado",46296,"Fremont County, Colorado",2175
"G0800450","2014-2018",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Colorado",72898,"Garfield County, Colorado",3801
"G0800470","2014-2018",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilpin County, Colorado",75120,"Gilpin County, Colorado",6107
"G0800490","2014-2018",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand County, Colorado",70469,"Grand County, Colorado",6695
"G0800510","2014-2018",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison County, Colorado",54979,"Gunnison County, Colorado",3938
"G0800530","2014-2018",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinsdale County, Colorado",52188,"Hinsdale County, Colorado",11724
"G0800550","2014-2018",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huerfano County, Colorado",36705,"Huerfano County, Colorado",3945
"G0800570","2014-2018",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Colorado",48828,"Jackson County, Colorado",8122
"G0800590","2014-2018",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Colorado",78943,"Jefferson County, Colorado",1142
"G0800610","2014-2018",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kiowa County, Colorado",39784,"Kiowa County, Colorado",3824
"G0800630","2014-2018",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kit Carson County, Colorado",51046,"Kit Carson County, Colorado",4399
"G0800650","2014-2018",,,"Colorado","08","Lake County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Colorado",46918,"Lake County, Colorado",4775
"G0800670","2014-2018",,,"Colorado","08","La Plata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Plata County, Colorado",64372,"La Plata County, Colorado",2658
"G0800690","2014-2018",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Larimer County, Colorado",67664,"Larimer County, Colorado",1346
"G0800710","2014-2018",,,"Colorado","08","Las Animas County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Animas County, Colorado",41945,"Las Animas County, Colorado",3628
